Water Depth [m],Factor
0,0
0.01,0.0043
0.02,0.0086
0.03,0.0129
0.04,0.0172
0.05,0.0214
0.06,0.0257
0.07,0.03
0.08,0.0343
0.09,0.0386
0.1,0.0429
0.11,0.0472
0.12,0.0515
0.13,0.0558
0.14,0.06
0.15,0.0643
0.16,0.0686
0.17,0.0729
0.18,0.0772
0.19,0.0815
0.2,0.0858
0.21,0.0901
0.22,0.0944
0.23,0.0986
0.24,0.1029
0.25,0.1072
0.26,0.1115
0.27,0.1158
0.28,0.1201
0.29,0.1244
0.3,0.1287
0.31,0.133
0.32,0.1372
0.33,0.1415
0.34,0.1458
0.35,0.1501
0.36,0.1544
0.37,0.1587
0.38,0.163
0.39,0.1673
0.4,0.1715
0.41,0.1758
0.42,0.1801
0.43,0.1844
0.44,0.1887
0.45,0.193
0.46,0.1973
0.47,0.2016
0.48,0.2059
0.49,0.2101
0.5,0.2144
0.51,0.2176
0.52,0.2208
0.53,0.2239
0.54,0.2271
0.55,0.2303
0.56,0.2334
0.57,0.2366
0.58,0.2398
0.59,0.2429
0.6,0.2461
0.61,0.2493
0.62,0.2524
0.63,0.2556
0.64,0.2588
0.65,0.2619
0.66,0.2651
0.67,0.2683
0.68,0.2714
0.69,0.2746
0.7,0.2778
0.71,0.2809
0.72,0.2841
0.73,0.2873
0.74,0.2904
0.75,0.2936
0.76,0.2968
0.77,0.2999
0.78,0.3031
0.79,0.3063
0.8,0.3094
0.81,0.3126
0.82,0.3158
0.83,0.3189
0.84,0.3221
0.85,0.3253
0.86,0.3284
0.87,0.3316
0.88,0.3348
0.89,0.3379
0.9,0.3411
0.91,0.3443
0.92,0.3474
0.93,0.3506
0.94,0.3538
0.95,0.3569
0.96,0.3601
0.97,0.3633
0.98,0.3664
0.99,0.3696
1,0.3728
1.01,0.3774
1.02,0.382
1.03,0.3866
1.04,0.3912
1.05,0.3959
1.06,0.4005
1.07,0.4051
1.08,0.4097
1.09,0.4144
1.1,0.419
1.11,0.4236
1.12,0.4282
1.13,0.4329
1.14,0.4375
1.15,0.4421
1.16,0.4467
1.17,0.4514
1.18,0.456
1.19,0.4606
1.2,0.4652
1.21,0.4699
1.22,0.4745
1.23,0.4791
1.24,0.4837
1.25,0.4883
1.26,0.493
1.27,0.4976
1.28,0.5022
1.29,0.5068
1.3,0.5115
1.31,0.5161
1.32,0.5207
1.33,0.5253
1.34,0.53
1.35,0.5346
1.36,0.5392
1.37,0.5438
1.38,0.5485
1.39,0.5531
1.4,0.5577
1.41,0.5623
1.42,0.5669
1.43,0.5716
1.44,0.5762
1.45,0.5808
1.46,0.5854
1.47,0.5901
1.48,0.5947
1.49,0.5993
1.5,0.6039
1.51,0.606
1.52,0.6082
1.53,0.6103
1.54,0.6124
1.55,0.6145
1.56,0.6166
1.57,0.6187
1.58,0.6209
1.59,0.623
1.6,0.6251
1.61,0.6272
1.62,0.6293
1.63,0.6314
1.64,0.6335
1.65,0.6357
1.66,0.6378
1.67,0.6399
1.68,0.642
1.69,0.6441
1.7,0.6462
1.71,0.6483
1.72,0.6505
1.73,0.6526
1.74,0.6547
1.75,0.6568
1.76,0.6589
1.77,0.661
1.78,0.6631
1.79,0.6653
1.8,0.6674
1.81,0.6695
1.82,0.6716
1.83,0.6737
1.84,0.6758
1.85,0.6779
1.86,0.6801
1.87,0.6822
1.88,0.6843
1.89,0.6864
1.9,0.6885
1.91,0.6906
1.92,0.6927
1.93,0.6949
1.94,0.697
1.95,0.6991
1.96,0.7012
1.97,0.7033
1.98,0.7054
1.99,0.7075
2,0.7097
2.01,0.7106
2.02,0.7116
2.03,0.7126
2.04,0.7136
2.05,0.7146
2.06,0.7156
2.07,0.7166
2.08,0.7176
2.09,0.7185
2.1,0.7195
2.11,0.7205
2.12,0.7215
2.13,0.7225
2.14,0.7235
2.15,0.7245
2.16,0.7255
2.17,0.7264
2.18,0.7274
2.19,0.7284
2.2,0.7294
2.21,0.7304
2.22,0.7314
2.23,0.7324
2.24,0.7334
2.25,0.7343
2.26,0.7353
2.27,0.7363
2.28,0.7373
2.29,0.7383
2.3,0.7393
2.31,0.7403
2.32,0.7413
2.33,0.7422
2.34,0.7432
2.35,0.7442
2.36,0.7452
2.37,0.7462
2.38,0.7472
2.39,0.7482
2.4,0.7492
2.41,0.7501
2.42,0.7511
2.43,0.7521
2.44,0.7531
2.45,0.7541
2.46,0.7551
2.47,0.7561
2.48,0.7571
2.49,0.758
2.5,0.759
2.51,0.76
2.52,0.761
2.53,0.762
2.54,0.763
2.55,0.764
2.56,0.765
2.57,0.7659
2.58,0.7669
2.59,0.7679
2.6,0.7689
2.61,0.7699
2.62,0.7709
2.63,0.7719
2.64,0.7729
2.65,0.7738
2.66,0.7748
2.67,0.7758
2.68,0.7768
2.69,0.7778
2.7,0.7788
2.71,0.7798
2.72,0.7808
2.73,0.7817
