Object ID,Object Name,Primary Object Type,Secondary Object Type,Max Potential Damage: Structure,Max Potential Damage: Content,Ground Elevation,X Coordinate,Y Coordinate,Aggregation Label: Census Block,Ground Floor Height,Extraction Method,Damage Function: Structure,Damage Function: Content,geometry,Zoning_map,Land_use_map
574486973,574486973,RES,RES3A,480189.335,240094.667,7.298348065,-79.93682513,32.77688289,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93682513 32.776882893),DR-1F,Neighborhood
573783417,573783417,COM,RES4,1177614.2,588807.1,8.381748562,-79.93000008,32.77054524,450000000000000.0,1,centroid,RES4,RES4,POINT (-79.93000008 32.770545239),SR-3,Neighborhood
573783433,573783433,COM,RES4,476216.254,238108.127,7.374183635,-79.92968382,32.7712713,450000000000000.0,1,centroid,RES4,RES4,POINT (-79.92968382 32.771271301),SR-4,Neighborhood
573785665,573785665,RES,RES1-2SNB,330007.42,165003.71,7.36403129,-79.93179589,32.77336473,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93179589 32.773364727),SR-5,Neighborhood
574346729,574346729,RES,RES3A,472285.148,236142.574,10.90203092,-79.93064525,32.77485433,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93064525 32.774854333),SR-5,Neighborhood
574372707,574372707,RES,RES1-3SNB,389363.808,194681.904,6.365223632,-79.93187273,32.77098914,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93187273 32.770989143),SR-3,Neighborhood
574372721,574372721,RES,RES3A,503924.421,251962.21,7.12000971,-79.93191719,32.77164194,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93191719 32.771641938),SR-4,Neighborhood
574476728,574476728,RES,RES1-1SNB,96964.414,48482.207,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476811,574476811,RES,RES1-1SNB,152049.256,76024.6281,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574486899,574486899,RES,RES3A,480189.335,240094.667,12.33366492,-79.93027436,32.77536076,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93027436 32.775360757),SR-3,Neighborhood
574486932,574486932,RES,RES1-1SNB,177705.21,88852.6051,6.460120566,-79.92998998,32.77314466,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92998998 32.773144664),SR-4,Neighborhood
573827729,573827729,COM,COM8,37755.4885,37755.4885,11.17279794,-79.93080905,32.77672792,450000000000000.0,1,centroid,COM8,COM8,POINT (-79.93080905 32.776727923),LB,Park
574421669,574421669,RES,RES3A,170840.757,85420.3788,11.52017961,-79.92907633,32.7771126,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92907633 32.777112595),LB,Neighborhood
574488781,574488781,RES,RES1-3SNB,374871.082,187435.541,5.99898202,-79.92578441,32.77724701,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92578441 32.77724701),PUD,Neighborhood
573467745,573467745,RES,RES3A,516183.793,258091.896,5.893531857,-79.92827685,32.77200663,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92827685 32.772006634),SR-3,Neighborhood
573779323,573779323,RES,RES1-2SWB,437207.93,218603.965,6.975060909,-79.92874432,32.77330072,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.92874432 32.77330072),SR-4,Neighborhood
573779375,573779375,RES,RES1-1SNB,226202.175,113101.087,12.12123537,-79.92780556,32.7743702,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92780556 32.7743702),SR-4,Neighborhood
573779393,573779393,RES,RES3A,200255.163,100127.581,12.16771917,-79.92811631,32.77473003,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92811631 32.774730033),SR-5,Neighborhood
573779405,573779405,RES,RES1-3SNB,398598.966,199299.483,10.82060957,-79.92862217,32.77481123,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92862217 32.774811231),SR-5,Neighborhood
573782594,573782594,RES,RES3A,489787.119,244893.559,6.500304423,-79.92975812,32.77311597,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92975812 32.773115965),SR-4,Neighborhood
573782596,573782596,RES,RES3A,675402.418,337701.209,6.887255912,-79.93036119,32.77318439,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93036119 32.773184386),SR-3,Neighborhood
573782413,573782413,RES,RES3A,437002.054,218501.027,7.119138325,-79.92871845,32.77219172,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92871845 32.772191724),SR-4,Neighborhood
573782415,573782415,RES,RES1-3SNB,369429.359,184714.679,7.403951541,-79.92887994,32.77219043,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92887994 32.772190428),SR-4,Neighborhood
573782419,573782419,RES,RES3A,448799.6,224399.8,5.554710338,-79.92834819,32.77223276,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92834819 32.772232759),SR-4,Neighborhood
573782453,573782453,RES,RES1-3SNB,448326.4,224163.2,5.318573467,-79.928964,32.77290941,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.928964 32.772909407),SR-4,Neighborhood
573782528,573782528,RES,RES3A,677628.089,338814.044,12.29409979,-79.9284514,32.77542131,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.9284514 32.775421312),SR-5,Neighborhood
573783136,573783136,RES,RES1-1SNB,187137.546,93568.7731,6.356549279,-79.92955844,32.7733371,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92955844 32.773337104),SR-4,Neighborhood
573783158,573783158,PUB,EDU1,4297828.09,4297828.09,11.21253906,-79.92936283,32.77416934,450000000000000.0,1,centroid,EDU1,EDU1,POINT (-79.92936283 32.774169335),SR-4,Neighborhood
573783175,573783175,RES,RES3A,327754.263,163877.131,9.728631321,-79.93046822,32.77447171,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93046822 32.774471714),SR-5,Neighborhood
573783185,573783185,RES,RES1-2SNB,438110.47,219055.235,10.55727514,-79.93039775,32.77458916,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93039775 32.77458916),SR-5,Neighborhood
573783419,573783419,RES,RES1-2SWB,899667.893,449833.946,7.065387762,-79.92958184,32.77059715,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.92958184 32.77059715),SR-3,Neighborhood
573783425,573783425,RES,RES1-3SWB,615853.155,307926.577,6.638645869,-79.92967987,32.77098975,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.92967987 32.770989749),SR-4,Neighborhood
573785435,573785435,COM,COM8,988173.174,988173.174,11.90498236,-79.93155196,32.77744925,450000000000000.0,1,centroid,COM8,COM8,POINT (-79.93155196 32.777449246),GB,City Centers
573785827,573785827,RES,RES1-3SWB,481445.527,240722.763,10.28449237,-79.93273414,32.77520953,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.93273414 32.775209529),SR-5,Neighborhood
573785950,573785950,RES,RES1-2SNB,472439.483,236219.741,9.125092034,-79.93278733,32.7738393,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93278733 32.773839298),SR-4,Neighborhood
573785982,573785982,RES,RES1-3SNB,544883.847,272441.923,10.69242829,-79.93262251,32.77438286,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93262251 32.77438286),SR-5,Neighborhood
573785986,573785986,RES,RES3B,409580.853,204790.426,6.962971022,-79.93332761,32.77233853,450000000000000.0,1,centroid,RES3B,RES3B,POINT (-79.93332761 32.772338527),SR-3,Neighborhood
573818743,573818743,RES,RES1-2SNB,280041.982,140020.991,4.967063277,-79.92587104,32.77601644,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92587104 32.776016439),DR-1F,Neighborhood
573818747,573818747,RES,RES1-1SNB,238450.81,119225.405,6.334944159,-79.9257632,32.77629841,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9257632 32.776298411),DR-1F,Neighborhood
573827725,573827725,COM,COM4,212093.854,212093.854,12.08352487,-79.929484,32.777288,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.929484 32.777288),SR-5,Neighborhood
573827727,573827727,PUB,GOV1,1531018.22,1531018.22,11.17279794,-79.93080905,32.77672792,450000000000000.0,1,centroid,GOV1,GOV1,POINT (-79.93080905 32.776727923),LB,Park
573827740,573827740,RES,RES3A,210487.941,105243.97,12.13528704,-79.92972682,32.77680666,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92972682 32.776806657),LB,City Centers
573827758,573827758,COM,COM4,414162.244,414162.244,12.28739544,-79.92947989,32.77702812,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92947989 32.777028121),GO,Neighborhood
573831699,573831699,RES,RES1-2SNB,195993.925,97996.9627,10.66339723,-79.93245507,32.77518981,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93245507 32.775189806),SR-5,Neighborhood
573831713,573831713,COM,COM4,221441.012,221441.012,10.54490679,-79.93193054,32.7752842,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.93193054 32.775284203),SR-5,Neighborhood
573831715,573831715,RES,RES1-2SNB,359315.841,179657.92,10.38239652,-79.93244164,32.77533365,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93244164 32.775333645),SR-5,Neighborhood
574267660,574267660,COM,COM2,411264.761,411264.761,11.4503749,-79.92712901,32.77418197,450000000000000.0,1,centroid,COM2,COM2,POINT (-79.92712901 32.774181965),DR-1F,Park
574267669,574267669,RES,RES3A,817491.32,408745.66,11.51114896,-79.9270412,32.77465035,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.9270412 32.774650345),DR-1F,Neighborhood
574267743,574267743,RES,RES1-3SNB,345016.887,172508.443,12.8122167,-79.92810606,32.77541377,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92810606 32.775413772),SR-5,Neighborhood
574267753,574267753,RES,RES3A,264783.443,132391.721,13.26529259,-79.92802961,32.77570753,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92802961 32.775707528),SR-5,Neighborhood
574268223,574268223,RES,RES1-3SNB,414397.057,207198.528,7.626446614,-79.9320608,32.77205654,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.9320608 32.772056543),SR-4,Neighborhood
574268225,574268225,RES,RES3A,531400.843,265700.421,8.909513291,-79.93161077,32.77204931,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93161077 32.772049306),SR-4,Neighborhood
574268229,574268229,RES,RES1-2SNB,440077.672,220038.836,9.528821214,-79.93134554,32.77208614,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93134554 32.772086136),SR-4,Neighborhood
574293801,574293801,RES,RES1-1SNB,265814.38,132907.19,10.87996078,-79.93220346,32.77440051,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93220346 32.774400506),SR-5,Neighborhood
574346714,574346714,RES,RES1-1SNB,269885.626,134942.813,5.855410696,-79.92566411,32.77661119,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92566411 32.776611185),DR-1F,Neighborhood
574346742,574346742,RES,RES1-2SNB,569213.092,284606.546,10.3783955,-79.93054012,32.77538017,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93054012 32.775380171),SR-3,Neighborhood
574346745,574346745,RES,RES1-2SNB,329762.78,164881.39,13.35160981,-79.92938432,32.77552901,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92938432 32.775529007),SR-5,Neighborhood
574346752,574346752,RES,RES1-1SNB,310035.415,155017.707,11.07670304,-79.93066427,32.77579367,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93066427 32.775793669),SR-3,Neighborhood
574372456,574372456,COM,COM1,40694.094,40694.094,12.8802145,-79.92780897,32.77626052,450000000000000.0,1,centroid,COM1,COM1,POINT (-79.92780897 32.776260517),LB,Neighborhood
574372466,574372466,COM,COM4,211663.463,211663.463,13.51930538,-79.92834043,32.77655435,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92834043 32.776554351),LB,City Centers
574372521,574372521,RES,RES3A,141992.009,70996.0045,12.42805615,-79.93005346,32.77625511,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93005346 32.77625511),LB,Neighborhood
574372563,574372563,COM,COM4,653032.622,653032.622,12.37584968,-79.92989155,32.77635293,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92989155 32.776352934),LB,City Centers
574372711,574372711,RES,RES1-2SNB,312504.938,156252.469,5.944548194,-79.93193579,32.77121503,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93193579 32.771215032),SR-4,Neighborhood
574409649,574409649,COM,COM2,421925.305,421925.305,12.52613552,-79.93305761,32.77698208,450000000000000.0,1,centroid,COM2,COM2,POINT (-79.93305761 32.776982082),GB,City Centers
574421679,574421679,COM,COM4,2764995.14,2764995.14,13.54457556,-79.92846361,32.77697303,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92846361 32.776973025),LB,City Centers
574437151,574437151,COM,COM1,164588.602,164588.602,11.64761778,-79.92686154,32.77684937,450000000000000.0,1,centroid,COM1,COM1,POINT (-79.92686154 32.776849372),LB,City Centers
574461085,574461085,RES,RES3A,266985.928,133492.964,12.85600578,-79.92799481,32.77708356,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92799481 32.777083557),LB,City Centers
574461093,574461093,COM,COM4,177990.619,177990.619,13.42665848,-79.92826226,32.77651931,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92826226 32.776519314),LB,City Centers
574476710,574476710,RES,RES1-1SNB,201344.079,100672.039,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476767,574476767,RES,RES1-2SNB,214533.891,107266.945,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476775,574476775,RES,RES1-1SNB,206797.159,103398.579,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476781,574476781,RES,RES1-1SNB,108849.157,54424.5787,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476804,574476804,RES,RES1-1SNB,96964.414,48482.207,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476806,574476806,RES,RES1-2SNB,214533.891,107266.945,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574486936,574486936,RES,RES1-2SNB,248128.867,124064.433,7.072415947,-79.93068697,32.77123266,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93068697 32.771232663),SR-3,Neighborhood
574488778,574488778,RES,RES1-2SNB,305105.785,152552.892,8.240444092,-79.92621897,32.77724125,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92621897 32.777241248),LB,Neighborhood
574488798,574488798,RES,RES3A,472384.782,236192.391,12.29002837,-79.92736548,32.77640732,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92736548 32.776407318),LB,Neighborhood
574488832,574488832,RES,RES1-3SNB,351839.338,175919.669,13.07748476,-79.92933268,32.77504199,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92933268 32.775041993),SR-5,Neighborhood
574488833,574488833,RES,RES1-2SNB,272662.957,136331.478,13.07342507,-79.92938167,32.77513948,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92938167 32.775139478),SR-5,Neighborhood
574488839,574488839,RES,RES1-2SNB,260395.912,130197.956,11.84605589,-79.92884854,32.77443466,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92884854 32.774434661),SR-4,Neighborhood
574488841,574488841,RES,RES1-3SWB,564363.457,282181.728,13.07962802,-79.92753232,32.77561989,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.92753232 32.775619891),SR-5,Neighborhood
574488844,574488844,RES,RES1-2SNB,294782.511,147391.255,12.30197042,-79.9269903,32.77550468,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.9269903 32.775504683),DR-1F,Neighborhood
574488873,574488873,RES,RES1-3SNB,600978.283,300489.141,8.972024642,-79.92919442,32.77184944,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92919442 32.771849439),SR-4,Neighborhood
573800807,573800807,RES,RES1-1SNB,256157.938,128078.969,5.226897297,-79.94241985,32.77717317,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.94241985 32.777173173),STR,Neighborhood
573800811,573800811,RES,RES1-1SNB,237173.622,118586.811,5.930733526,-79.9435405,32.77730455,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9435405 32.777304554),STR,Neighborhood
573800973,573800973,RES,RES1-1SNB,211291.939,105645.969,6.177311379,-79.94230703,32.77414008,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.94230703 32.774140084),DR-2,Neighborhood
573807476,573807476,RES,RES1-1SWB,192481.423,96240.7118,5.986681326,-79.94603104,32.77667642,450000000000000.0,1,centroid,RES1-1SWB,RES1-1SWB,POINT (-79.94603104 32.776676418),DR-1,Neighborhood
574348018,574348018,RES,RES1-1SNB,138618.164,69309.0824,4.793219911,-79.94417646,32.77734911,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.94417646 32.777349111),STR,Neighborhood
574431605,574431605,RES,RES1-1SNB,164122.646,82061.3232,4.131415517,-79.9439425,32.77714381,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9439425 32.777143809),STR,Neighborhood
574486724,574486724,RES,RES1-2SWB,196133.824,98066.9122,6.404274062,-79.94615591,32.776934,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.94615591 32.776934003),DR-1,Neighborhood
574486742,574486742,RES,RES1-1SNB,159972.418,79986.2092,7.857602351,-79.9427401,32.7774164,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9427401 32.777416396),STR,Neighborhood
574486751,574486751,RES,RES1-2SNB,281101.742,140550.871,7.857602351,-79.9427401,32.7774164,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.9427401 32.777416396),STR,Neighborhood
574486779,574486779,RES,RES1-1SNB,229106.199,114553.099,6.284586445,-79.94233945,32.77428307,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.94233945 32.774283067),DR-2,Neighborhood
574486782,574486782,RES,RES1-2SNB,277402.497,138701.248,6.284586445,-79.94233945,32.77428307,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.94233945 32.774283067),DR-2,Neighborhood
573467724,573467724,RES,RES1-1SNB,273833.234,136916.617,6.379132947,-79.92885762,32.77029796,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92885762 32.770297964),SR-3,Neighborhood
573467725,573467725,RES,RES1-2SWB,843568.032,421784.016,9.381517169,-79.92928728,32.77043011,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.92928728 32.770430113),SR-3,Neighborhood
573475713,573475713,RES,RES3A,616092.001,308046.0,8.245530042,-79.9343763,32.77528917,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.9343763 32.77528917),SR-4,Neighborhood
573779379,573779379,RES,RES1-2SNB,357332.713,178666.356,12.66812286,-79.92822267,32.77444002,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92822267 32.774440015),SR-4,Neighborhood
573782437,573782437,COM,RES4,393286.285,196643.142,4.884415802,-79.92785603,32.77253432,450000000000000.0,1,centroid,RES4,RES4,POINT (-79.92785603 32.772534319),SR-3,Neighborhood
573783177,573783177,RES,RES1-2SNB,327716.474,163858.237,10.1740024,-79.93024669,32.77449338,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93024669 32.774493376),SR-5,Neighborhood
573785843,573785843,RES,RES1-3SNB,258684.736,129342.368,10.46057638,-79.93324451,32.77574559,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93324451 32.775745585),SR-4,Neighborhood
573785939,573785939,RES,RES1-2SNB,266250.638,133125.319,8.4268455,-79.93297858,32.7736324,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93297858 32.773632398),SR-4,Neighborhood
573789141,573789141,RES,RES1-2SNB,443831.709,221915.854,8.869958333,-79.93474089,32.77500809,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93474089 32.77500809),SR-4,Neighborhood
573789227,573789227,RES,RES1-3SNB,376523.093,188261.546,4.641302372,-79.93713911,32.77255619,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93713911 32.772556192),DR-1,Neighborhood
573789335,573789335,RES,RES1-2SNB,249522.849,124761.424,3.665345899,-79.93862172,32.77461089,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93862172 32.774610886),DR-1F,Neighborhood
573795540,573795540,RES,RES1-1SNB,240399.36,120199.68,3.881445205,-79.93982498,32.77385091,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93982498 32.773850911),STR,Neighborhood
573800694,573800694,RES,RES3B,418737.023,209368.511,3.969538839,-79.94204363,32.77352532,450000000000000.0,1,centroid,RES3B,RES3B,POINT (-79.94204363 32.773525316),SR-2,Neighborhood
574267747,574267747,RES,RES1-3SNB,421612.848,210806.424,12.71287719,-79.92814765,32.77555314,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92814765 32.775553137),SR-5,Neighborhood
574268567,574268567,RES,RES1-2SNB,318271.423,159135.711,6.43555164,-79.93377141,32.76984382,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93377141 32.769843821),SR-2,Neighborhood
574268591,574268591,RES,RES1-1SNB,277738.96,138869.48,5.720463664,-79.93436966,32.77029189,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93436966 32.770291893),SR-3,Neighborhood
574268680,574268680,RES,RES1-1SNB,415392.665,207696.332,5.930710842,-79.93481976,32.77115796,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93481976 32.77115796),SR-3,Neighborhood
574268736,574268736,RES,RES1-3SNB,495915.499,247957.749,7.548307425,-79.93608043,32.77428909,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93608043 32.774289088),DR-1F,Neighborhood
574268748,574268748,RES,RES1-3SWB,506639.147,253319.573,5.073310124,-79.93683644,32.77414952,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.93683644 32.774149522),DR-1F,Neighborhood
574268889,574268889,COM,COM4,43392.3969,43392.3969,6.469647922,-79.93617157,32.77098929,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.93617157 32.770989293),SR-2,Neighborhood
574268897,574268897,RES,RES3A,439062.327,219531.163,5.407307343,-79.93668804,32.77110137,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93668804 32.771101372),SR-2,Neighborhood
574294756,574294756,RES,RES1-2SNB,428927.75,214463.875,6.470902984,-79.93703657,32.77078015,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93703657 32.770780147),SR-2,Neighborhood
574346755,574346755,RES,RES1-2SNB,331159.427,165579.713,13.12588029,-79.92941497,32.77583029,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92941497 32.775830294),SR-5,Neighborhood
574372453,574372453,RES,RES3A,169145.974,84572.987,12.8802145,-79.92780897,32.77626052,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92780897 32.776260517),LB,Neighborhood
574372569,574372569,COM,COM1,267982.942,267982.942,12.21837608,-79.92958905,32.77638171,450000000000000.0,1,centroid,COM1,COM1,POINT (-79.92958905 32.776381714),LB,City Centers
574372737,574372737,RES,RES1-1SNB,240399.36,120199.68,6.603493989,-79.93131293,32.77156695,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93131293 32.771566947),SR-4,Neighborhood
574476759,574476759,RES,RES1-1SNB,206797.159,103398.579,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476807,574476807,RES,RES1-1SNB,152049.256,76024.6281,5.867157192,-79.93241085,32.76996811,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93241085 32.769968112),GB,Neighborhood
574476812,574476812,RES,RES1-2SNB,270432.585,135216.292,6.051767723,-79.92881418,32.77026982,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92881418 32.770269817),SR-3,Neighborhood
574488791,574488791,RES,RES1-2SNB,274335.736,137167.868,13.95018752,-79.92759289,32.77631488,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92759289 32.776314875),LB,Neighborhood
574488805,574488805,RES,RES1-1SNB,229817.514,114908.757,12.80684134,-79.92802582,32.77626495,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92802582 32.776264948),LB,Neighborhood
574488838,574488838,RES,RES1-3SNB,366368.624,183184.312,12.37710278,-79.92858397,32.77511979,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92858397 32.775119787),SR-5,Neighborhood
573785647,573785647,RES,RES1-2SWB,413872.94,206936.47,7.510136203,-79.93156324,32.77305763,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.93156324 32.77305763),SR-5,Neighborhood
573785655,573785655,RES,RES3A,616072.223,308036.111,7.947502115,-79.93214602,32.77322382,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93214602 32.773223821),SR-4,Neighborhood
573785667,573785667,RES,RES3A,620256.124,310128.062,8.664327777,-79.93212927,32.77340232,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93212927 32.773402315),SR-4,Neighborhood
573785685,573785685,RES,RES1-1SNB,240245.587,120122.793,6.969252976,-79.93186254,32.77310322,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93186254 32.773103223),SR-4,Neighborhood
573785687,573785687,RES,RES3A,537354.289,268677.144,7.212260025,-79.93202076,32.77285354,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93202076 32.772853535),SR-4,Neighborhood
573785804,573785804,RES,RES3A,502072.709,251036.354,9.473529691,-79.93294367,32.77451797,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93294367 32.774517966),SR-4,Neighborhood
