object_id,object_name,primary_object_type,secondary_object_type,max_damage_structure,max_damage_content,ground_elevtn,Aggregation Label: Census Block,ground_flht,extract_method,fn_damage_structure
573783417,573783417,COM,RES4,1177614.2,588807.1,8.381748562,4.5019E+14,1,centroid,RES4
573783433,573783433,COM,RES4,476216.254,238108.127,7.374183635,4.5019E+14,1,centroid,RES4
573785665,573785665,RES,RES1-2SNB,330007.42,165003.71,7.36403129,4.5019E+14,1,centroid,RES1-2SNB
574346729,574346729,RES,RES3A,472285.148,236142.574,10.90203092,4.5019E+14,1,centroid,RES3A
574372707,574372707,RES,RES1-3SNB,389363.808,194681.904,6.365223632,4.5019E+14,1,centroid,RES1-3SNB
574372721,574372721,RES,RES3A,503924.421,251962.21,7.12000971,4.5019E+14,1,centroid,RES3A
574476728,574476728,RES,RES1-1SNB,96964.414,48482.207,5.867157192,4.5019E+14,1,centroid,RES1-1SNB
574476811,574476811,RES,RES1-1SNB,152049.256,76024.6281,5.867157192,4.5019E+14,1,centroid,RES1-1SNB
574486899,574486899,RES,RES3A,480189.335,240094.667,12.33366492,4.5019E+14,1,centroid,RES3A
574486932,574486932,RES,RES1-1SNB,177705.21,88852.6051,6.460120566,4.5019E+14,1,centroid,RES1-1SNB
574372378,574372378,RES,RES1-3SNB,275317.367,137658.683,11.55386484,4.5019E+14,1,centroid,RES1-3SNB
574421614,574421614,PUB,REL1,1834696.67,1834696.67,-4.999869299,4.5019E+14,1,centroid,REL1
574437143,574437143,COM,COM2,642736.815,642736.815,9.078115437,4.5019E+14,1,centroid,COM2
574446459,574446459,RES,RES1-3SNB,483801.666,241900.833,-4.999869299,4.5019E+14,1,centroid,RES1-3SNB
574488867,574488867,RES,RES1-2SNB,261232.301,130616.15,9.352340616,4.5019E+14,1,centroid,RES1-2SNB
573779435,573779435,COM,COM8,2419416.79,2419416.79,9.368649761,4.5019E+14,1,centroid,COM8
573783353,573783353,RES,RES1-3SNB,303173.642,151586.821,12.80090668,4.5019E+14,1,centroid,RES1-3SNB
573827729,573827729,COM,COM8,37755.4885,37755.4885,11.17279794,4.5019E+14,1,centroid,COM8
574421669,574421669,RES,RES3A,170840.757,85420.3788,11.52017961,4.5019E+14,1,centroid,RES3A
574451480,574451480,COM,COM5,833172.397,833172.397,6.471536185,4.5019E+14,1,centroid,COM5
574461033,574461033,RES,RES3A,455033.853,227516.926,9.464215878,4.5019E+14,1,centroid,RES3A
574488693,574488693,RES,RES1-1SNB,209832.08,104916.04,6.431211139,4.5019E+14,1,centroid,RES1-1SNB
574488726,574488726,RES,RES1-1SNB,224902.098,112451.049,9.339365263,4.5019E+14,1,centroid,RES1-1SNB
574488773,574488773,RES,RES1-1SNB,203264.754,101632.377,12.69452178,4.5019E+14,1,centroid,RES1-1SNB
574488781,574488781,RES,RES1-3SNB,374871.082,187435.541,5.99898202,4.5019E+14,1,centroid,RES1-3SNB
573387882,573387882,PUB,EDU1,68439.9689,68439.9689,10.44129248,4.5019E+14,1,centroid,EDU1
573467952,573467952,RES,RES3A,362545.684,181272.842,8.012992916,4.5019E+14,1,centroid,RES3A
573467954,573467954,RES,RES1-1SNB,199509.532,99754.7661,8.37879336,4.5019E+14,1,centroid,RES1-1SNB
573467966,573467966,RES,RES1-1SNB,120393.335,60196.6675,9.856602184,4.5019E+14,1,centroid,RES1-1SNB
573782570,573782570,RES,RES1-2SNB,319100.1,159550.05,8.620308729,4.5019E+14,1,centroid,RES1-2SNB
573783130,573783130,RES,RES1-2SNB,359597.275,179798.637,12.57236197,4.5019E+14,1,centroid,RES1-2SNB
573783164,573783164,RES,RES1-3SNB,456923.213,228461.606,8.737245693,4.5019E+14,1,centroid,RES1-3SNB
573783333,573783333,RES,RES3A,503261.657,251630.828,10.19067215,4.5019E+14,1,centroid,RES3A
573783427,573783427,RES,RES1-3SWB,780064.073,390032.036,7.003932399,4.5019E+14,1,centroid,RES1-3SWB
573783441,573783441,RES,RES1-2SNB,438450.77,219225.385,7.641946951,4.5019E+14,1,centroid,RES1-2SNB
573783447,573783447,RES,RES3A,483101.436,241550.718,8.568949392,4.5019E+14,1,centroid,RES3A
573785448,573785448,COM,COM1,570343.785,570343.785,11.88090505,4.5019E+14,1,centroid,COM1
573785816,573785816,RES,RES1-2SNB,342424.316,171212.158,10.15392143,4.5019E+14,1,centroid,RES1-2SNB
573785864,573785864,RES,RES1-2SNB,160586.772,80293.3862,11.29505786,4.5019E+14,1,centroid,RES1-2SNB
573785925,573785925,RES,RES3A,719359.22,359679.61,6.964915604,4.5019E+14,1,centroid,RES3A
573785962,573785962,RES,RES1-2SNB,316735.013,158367.506,9.731189158,4.5019E+14,1,centroid,RES1-2SNB
573789014,573789014,RES,RES1-3SNB,556818.256,278409.128,6.491396187,4.5019E+14,1,centroid,RES1-3SNB
573789019,573789019,RES,RES1-2SNB,286631.996,143315.998,5.509031042,4.5019E+14,1,centroid,RES1-2SNB
573789026,573789026,RES,RES3A,558479.221,279239.61,6.404198188,4.5019E+14,1,centroid,RES3A
573789160,573789160,COM,RES4,377058.032,188529.016,6.82018504,4.5019E+14,1,centroid,RES4
573789173,573789173,RES,RES3A,302633.914,151316.957,6.443332314,4.5019E+14,1,centroid,RES3A
573789181,573789181,RES,RES1-2SNB,206939.675,103469.837,8.957930724,4.5019E+14,1,centroid,RES1-2SNB
573789195,573789195,COM,COM8,1517702.41,1517702.41,9.056210338,4.5019E+14,1,centroid,COM8
573789340,573789340,RES,RES1-2SNB,327023.262,163511.631,4.689106159,4.5019E+14,1,centroid,RES1-2SNB
573789361,573789361,RES,RES1-1SNB,298957.196,149478.598,6.583678964,4.5019E+14,1,centroid,RES1-1SNB
573795548,573795548,RES,RES1-2SNB,469463.63,234731.815,3.871138764,4.5019E+14,1,centroid,RES1-2SNB
573795699,573795699,RES,RES1-1SNB,135672.901,67836.4506,4.104262159,4.5019E+14,1,centroid,RES1-1SNB
573800815,573800815,RES,RES1-3SWB,399414.321,199707.16,7.180729011,4.5019E+14,1,centroid,RES1-3SWB
573827798,573827798,RES,RES3A,448490.714,224245.357,10.32219817,4.5019E+14,1,centroid,RES3A
573827800,573827800,RES,RES1-1SNB,181563.67,90781.835,9.580039753,4.5019E+14,1,centroid,RES1-1SNB
573831730,573831730,RES,RES3A,205336.005,102668.002,11.93792996,4.5019E+14,1,centroid,RES3A
573831821,573831821,COM,COM2,104939.595,104939.595,10.03982468,4.5019E+14,1,centroid,COM2
573850799,573850799,COM,COM1,205297.671,205297.671,8.30710039,4.5019E+14,1,centroid,COM1
573860243,573860243,RES,RES3B,493484.753,246742.376,5.002420096,4.5019E+14,1,centroid,RES3B
574268207,574268207,RES,RES3A,427020.79,213510.395,8.950609208,4.5019E+14,1,centroid,RES3A
574268219,574268219,RES,RES3B,352245.479,176122.739,9.261483422,4.5019E+14,1,centroid,RES3B
574268595,574268595,RES,RES3A,443323.388,221661.694,4.94717355,4.5019E+14,1,centroid,RES3A
574268597,574268597,RES,RES1-2SNB,437360.158,218680.079,5.201977157,4.5019E+14,1,centroid,RES1-2SNB
574268706,574268706,RES,RES3A,521059.31,260529.655,4.805387237,4.5019E+14,1,centroid,RES3A
574268907,574268907,RES,RES3B,489917.358,244958.679,5.609749989,4.5019E+14,1,centroid,RES3B
574268926,574268926,RES,RES3A,625595.694,312797.847,5.074223358,4.5019E+14,1,centroid,RES3A
574269135,574269135,RES,RES3A,318561.495,159280.747,3.712516485,4.5019E+14,1,centroid,RES3A
574269195,574269195,RES,RES1-2SNB,432462.562,216231.281,7.467605706,4.5019E+14,1,centroid,RES1-2SNB
574294815,574294815,COM,COM4,1760352.08,1760352.08,5.55061819,4.5019E+14,1,centroid,COM4
574295941,574295941,RES,RES1-2SNB,189126.984,94563.4922,4.288736976,4.5019E+14,1,centroid,RES1-2SNB
574296073,574296073,RES,RES1-1SNB,333941.904,166970.952,4.209198799,4.5019E+14,1,centroid,RES1-1SNB
574346751,574346751,RES,RES1-2SNB,359456.617,179728.308,13.39830169,4.5019E+14,1,centroid,RES1-2SNB
574371565,574371565,COM,COM4,101801.883,101801.883,12.46572989,4.5019E+14,1,centroid,COM4
574371581,574371581,IND,IND2,41563.4205,62345.1308,11.10583814,4.5019E+14,1,centroid,IND2
574371591,574371591,COM,COM5,306327.578,306327.578,11.09875676,4.5019E+14,1,centroid,COM5
574371783,574371783,RES,RES1-2SNB,174016.803,87008.4018,10.73720139,4.5019E+14,1,centroid,RES1-2SNB
574371920,574371920,RES,RES3A,428813.993,214406.996,6.443989374,4.5019E+14,1,centroid,RES3A
574372557,574372557,COM,COM4,388628.286,388628.286,13.25995007,4.5019E+14,1,centroid,COM4
574372970,574372970,RES,RES1-2SNB,158239.456,79119.7281,10.31465529,4.5019E+14,1,centroid,RES1-2SNB
574372985,574372985,RES,RES1-2SNB,190842.768,95421.384,8.877666262,4.5019E+14,1,centroid,RES1-2SNB
574409645,574409645,PUB,REL1,464815.304,464815.304,10.92050289,4.5019E+14,1,centroid,REL1
574409651,574409651,COM,COM4,158221.99,158221.99,12.52613552,4.5019E+14,1,centroid,COM4
574409955,574409955,RES,RES1-2SNB,327402.067,163701.033,5.747922477,4.5019E+14,1,centroid,RES1-2SNB
574409957,574409957,RES,RES1-3SNB,346937.745,173468.872,5.75426075,4.5019E+14,1,centroid,RES1-3SNB
574421673,574421673,COM,COM7,102504.455,153756.682,11.52017961,4.5019E+14,1,centroid,COM7
574421941,574421941,COM,RES5,1451765.99,725882.998,10.7840497,4.5019E+14,1,centroid,RES5
574431443,574431443,RES,RES1-1SNB,287437.24,143718.62,4.927836849,4.5019E+14,1,centroid,RES1-1SNB
574446469,574446469,PUB,REL1,760348.057,760348.057,12.11879173,4.5019E+14,1,centroid,REL1
574446473,574446473,PUB,REL1,319528.811,319528.811,9.306437998,4.5019E+14,1,centroid,REL1
574447808,574447808,COM,COM3,300218.815,300218.815,11.56122155,4.5019E+14,1,centroid,COM3
574461015,574461015,RES,RES3A,266985.928,133492.964,5.596845817,4.5019E+14,1,centroid,RES3A
574486752,574486752,RES,RES1-1SNB,122431.721,61215.8606,7.857602351,4.5019E+14,1,centroid,RES1-1SNB
574486758,574486758,RES,RES1-1SNB,194521.546,97260.773,5.292727578,4.5019E+14,1,centroid,RES1-1SNB
574486770,574486770,RES,RES1-2SNB,222200.794,111100.397,6.284586445,4.5019E+14,1,centroid,RES1-2SNB
574486776,574486776,RES,RES1-2SNB,265832.443,132916.221,6.284586445,4.5019E+14,1,centroid,RES1-2SNB
574486861,574486861,RES,RES1-2SNB,273499.346,136749.673,6.973802328,4.5019E+14,1,centroid,RES1-2SNB
574486874,574486874,RES,RES1-1SNB,209170.815,104585.407,8.357450673,4.5019E+14,1,centroid,RES1-1SNB
574486913,574486913,RES,RES1-3SNB,476983.788,238491.894,6.6578977,4.5019E+14,1,centroid,RES1-3SNB
574486922,574486922,RES,RES1-1SNB,198413.344,99206.6723,5.276184942,4.5019E+14,1,centroid,RES1-1SNB
574486924,574486924,RES,RES1-1SNB,183741.905,91870.9526,5.276184942,4.5019E+14,1,centroid,RES1-1SNB
574486955,574486955,RES,RES1-1SNB,144497.644,72248.8223,5.658129485,4.5019E+14,1,centroid,RES1-1SNB
574486963,574486963,RES,RES1-1SNB,132360.047,66180.0239,6.748302775,4.5019E+14,1,centroid,RES1-1SNB
574486977,574486977,RES,RES1-2SWB,203459.661,101729.83,10.10486649,4.5019E+14,1,centroid,RES1-2SWB
574487012,574487012,RES,RES1-1SNB,123961.813,61980.9065,12.73452259,4.5019E+14,1,centroid,RES1-1SNB
574487065,574487065,RES,RES1-1SNB,175246.325,87623.1627,10.10845607,4.5019E+14,1,centroid,RES1-1SNB
574487081,574487081,RES,RES1-2SNB,298092.009,149046.004,9.743710827,4.5019E+14,1,centroid,RES1-2SNB
574487097,574487097,RES,RES3A,139440.42,69720.21,11.73923529,4.5019E+14,1,centroid,RES3A
574488769,574488769,RES,RES1-3SNB,350217.527,175108.763,13.33139586,4.5019E+14,1,centroid,RES1-3SNB
573779329,573779329,RES,RES3A,400627.14,200313.57,8.307634642,4.5019E+14,1,centroid,RES3A
573779341,573779341,RES,RES3A,188982.225,94491.1127,8.087863236,4.5019E+14,1,centroid,RES3A
573779365,573779365,RES,RES1-3SNB,519053.749,259526.874,11.68560753,4.5019E+14,1,centroid,RES1-3SNB
573779367,573779367,RES,RES1-3SNB,475159.184,237579.592,12.14835939,4.5019E+14,1,centroid,RES1-3SNB
573779381,573779381,RES,RES1-3SNB,332044.938,166022.469,12.35614964,4.5019E+14,1,centroid,RES1-3SNB
573779398,573779398,RES,RES1-3SNB,377862.719,188931.359,12.29451984,4.5019E+14,1,centroid,RES1-3SNB
573779402,573779402,RES,RES3A,435104.759,217552.379,12.71745079,4.5019E+14,1,centroid,RES3A
573779407,573779407,RES,RES3A,632268.532,316134.266,11.8758676,4.5019E+14,1,centroid,RES3A
573779433,573779433,COM,COM4,79788.435,79788.435,9.857867805,4.5019E+14,1,centroid,COM4
573779441,573779441,RES,RES1-3SNB,357121.663,178560.831,10.35960752,4.5019E+14,1,centroid,RES1-3SNB
573782397,573782397,RES,RES1-3SNB,325748.019,162874.009,10.51320447,4.5019E+14,1,centroid,RES1-3SNB
573782598,573782598,RES,RES1-3SNB,369818.088,184909.044,5.580713843,4.5019E+14,1,centroid,RES1-3SNB
573782409,573782409,RES,RES1-2SNB,336166.495,168083.247,6.118012187,4.5019E+14,1,centroid,RES1-2SNB
573782411,573782411,RES,RES1-2SNB,260117.115,130058.557,8.76457544,4.5019E+14,1,centroid,RES1-2SNB
573782427,573782427,RES,RES1-1SNB,408577.493,204288.746,5.722773149,4.5019E+14,1,centroid,RES1-1SNB
573782462,573782462,COM,COM4,291515.928,291515.928,9.486326699,4.5019E+14,1,centroid,COM4
573782470,573782470,COM,COM4,295352.651,295352.651,9.12876296,4.5019E+14,1,centroid,COM4
573782478,573782478,COM,COM4,1094566.98,1094566.98,7.193289008,4.5019E+14,1,centroid,COM4
573782480,573782480,RES,RES3A,438600.419,219300.209,11.36523725,4.5019E+14,1,centroid,RES3A
573782497,573782497,RES,RES3A,331671.651,165835.825,11.49814388,4.5019E+14,1,centroid,RES3A
573782510,573782510,COM,RES4,255344.754,127672.377,10.65982251,4.5019E+14,1,centroid,RES4
573782514,573782514,RES,RES1-2SNB,315461.422,157730.711,12.73927063,4.5019E+14,1,centroid,RES1-2SNB
573782524,573782524,RES,RES1-2SNB,315674.72,157837.36,12.20305956,4.5019E+14,1,centroid,RES1-2SNB
573782536,573782536,RES,RES3A,348334.931,174167.465,12.07944875,4.5019E+14,1,centroid,RES3A
573782544,573782544,RES,RES3A,447913.95,223956.975,12.50130964,4.5019E+14,1,centroid,RES3A
573782558,573782558,RES,RES1-3SNB,460226.169,230113.084,8.39502976,4.5019E+14,1,centroid,RES1-3SNB
573782566,573782566,RES,RES3A,430956.384,215478.192,8.874447455,4.5019E+14,1,centroid,RES3A
573782588,573782588,RES,RES1-3SWB,466695.29,233347.645,6.465873353,4.5019E+14,1,centroid,RES1-3SWB
573782592,573782592,RES,RES1-2SNB,419230.574,209615.287,5.407809133,4.5019E+14,1,centroid,RES1-2SNB
573783166,573783166,RES,RES1-2SNB,296290.608,148145.304,9.99441329,4.5019E+14,1,centroid,RES1-2SNB
573783171,573783171,RES,RES1-2SNB,644304.445,322152.222,11.77808469,4.5019E+14,1,centroid,RES1-2SNB
573783173,573783173,RES,RES1-2SNB,259280.726,129640.363,10.40391207,4.5019E+14,1,centroid,RES1-2SNB
573783183,573783183,RES,RES1-3SWB,566939.737,283469.868,10.31230474,4.5019E+14,1,centroid,RES1-3SWB
573783299,573783299,COM,COM4,247245.38,247245.38,11.32448942,4.5019E+14,1,centroid,COM4
573783315,573783315,COM,COM4,897653.665,897653.665,9.442301393,4.5019E+14,1,centroid,COM4
573783323,573783323,COM,COM4,421660.246,421660.246,9.160947123,4.5019E+14,1,centroid,COM4
573783345,573783345,PUB,GOV1,1970215.21,1970215.21,12.12173989,4.5019E+14,1,centroid,GOV1
573783429,573783429,RES,RES1-3SNB,482789.36,241394.68,6.56815125,4.5019E+14,1,centroid,RES1-3SNB
573783431,573783431,RES,RES1-3SNB,602754.311,301377.155,7.581556962,4.5019E+14,1,centroid,RES1-3SNB
573785441,573785441,COM,COM4,1026368.62,1026368.62,12.07234469,4.5019E+14,1,centroid,COM4
573785643,573785643,RES,RES1-3SNB,455941.426,227970.713,8.043945093,4.5019E+14,1,centroid,RES1-3SNB
573785657,573785657,RES,RES3A,508062.425,254031.212,7.741156617,4.5019E+14,1,centroid,RES3A
573785659,573785659,RES,RES1-3SNB,417155.806,208577.903,8.120573828,4.5019E+14,1,centroid,RES1-3SNB
573785810,573785810,RES,RES1-2SNB,425926.764,212963.382,10.22517557,4.5019E+14,1,centroid,RES1-2SNB
573785812,573785812,RES,RES1-3SNB,510021.093,255010.546,10.02104765,4.5019E+14,1,centroid,RES1-3SNB
573785849,573785849,RES,RES1-2SNB,313450.715,156725.357,11.45458242,4.5019E+14,1,centroid,RES1-2SNB
573785853,573785853,RES,RES1-2SNB,287139.94,143569.97,10.43604852,4.5019E+14,1,centroid,RES1-2SNB
573785857,573785857,COM,COM4,332299.539,332299.539,11.09115209,4.5019E+14,1,centroid,COM4
573785887,573785887,RES,RES1-3SNB,437543.663,218771.831,5.778019694,4.5019E+14,1,centroid,RES1-3SNB
573785889,573785889,RES,RES3A,407714.914,203857.457,7.491478853,4.5019E+14,1,centroid,RES3A
573785891,573785891,RES,RES1-3SNB,543828.421,271914.21,5.693618889,4.5019E+14,1,centroid,RES1-3SNB
573785901,573785901,RES,RES1-2SWB,677623.75,338811.875,5.634549276,4.5019E+14,1,centroid,RES1-2SWB
573785905,573785905,RES,RES1-3SWB,859344.189,429672.094,6.739153227,4.5019E+14,1,centroid,RES1-3SWB
573785933,573785933,RES,RES1-2SNB,530052.725,265026.362,8.524032362,4.5019E+14,1,centroid,RES1-2SNB
573785941,573785941,RES,RES1-2SWB,606947.532,303473.766,9.963461113,4.5019E+14,1,centroid,RES1-2SWB
573785954,573785954,RES,RES1-2SNB,294222.339,147111.169,9.632780478,4.5019E+14,1,centroid,RES1-2SNB
573785964,573785964,RES,RES1-3SWB,1262557.4,631278.702,9.442349108,4.5019E+14,1,centroid,RES1-3SWB
573785966,573785966,RES,RES1-3SNB,407165.781,203582.89,8.86354966,4.5019E+14,1,centroid,RES1-3SNB
573818739,573818739,RES,RES1-1SNB,256773.661,128386.83,5.95393045,4.5019E+14,1,centroid,RES1-1SNB
573818746,573818746,COM,COM4,547179.498,547179.498,10.09468755,4.5019E+14,1,centroid,COM4
573827132,573827132,COM,COM3,1371978.25,1371978.25,13.71438466,4.5019E+14,1,centroid,COM3
573827144,573827144,COM,COM8,204505.916,204505.916,11.63860434,4.5019E+14,1,centroid,COM8
573827360,573827360,COM,COM8,3283507.99,3283507.99,6.112018478,4.5019E+14,1,centroid,COM8
573827748,573827748,COM,COM4,210487.941,210487.941,12.13528704,4.5019E+14,1,centroid,COM4
573827796,573827796,RES,RES1-2SNB,430527.574,215263.787,9.27763065,4.5019E+14,1,centroid,RES1-2SNB
573831834,573831834,COM,COM4,484551.421,484551.421,10.28127434,4.5019E+14,1,centroid,COM4
573831838,573831838,COM,COM4,1760352.08,1760352.08,8.639116263,4.5019E+14,1,centroid,COM4
573831693,573831693,RES,RES1-2SNB,311551.401,155775.7,10.79347381,4.5019E+14,1,centroid,RES1-2SNB
573831764,573831764,COM,COM1,877841.372,877841.372,13.00781068,4.5019E+14,1,centroid,COM1
573831776,573831776,COM,COM4,364108.814,364108.814,12.30807012,4.5019E+14,1,centroid,COM4
573831786,573831786,COM,COM4,380443.475,380443.475,12.7104359,4.5019E+14,1,centroid,COM4
573831792,573831792,COM,COM8,841405.512,841405.512,13.1138741,4.5019E+14,1,centroid,COM8
573831799,573831799,RES,RES1-1SNB,212388.827,106194.413,12.0791695,4.5019E+14,1,centroid,RES1-1SNB
573831817,573831817,COM,COM8,3132520.38,3132520.38,10.03982468,4.5019E+14,1,centroid,COM8
573841002,573841002,RES,RES3A,593495.522,296747.761,5.30275125,4.5019E+14,1,centroid,RES3A
573841003,573841003,RES,RES1-2SNB,345105.176,172552.588,6.636381362,4.5019E+14,1,centroid,RES1-2SNB
573841007,573841007,RES,RES1-3SNB,588173.339,294086.669,5.020323001,4.5019E+14,1,centroid,RES1-3SNB
573841015,573841015,RES,RES3A,530598.726,265299.363,6.281454073,4.5019E+14,1,centroid,RES3A
573841018,573841018,RES,RES1-3SWB,437627.196,218813.598,5.003822604,4.5019E+14,1,centroid,RES1-3SWB
574267592,574267592,COM,COM1,609606.035,609606.035,4.821312707,4.5019E+14,1,centroid,COM1
574267610,574267610,COM,COM4,1058578.41,1058578.41,8.262403945,4.5019E+14,1,centroid,COM4
574267656,574267656,COM,COM1,2150905.54,2150905.54,8.276630057,4.5019E+14,1,centroid,COM1
574267731,574267731,RES,RES1-3SNB,374114.826,187057.413,13.25203407,4.5019E+14,1,centroid,RES1-3SNB
574267751,574267751,RES,RES1-2SNB,308697.586,154348.793,13.80632287,4.5019E+14,1,centroid,RES1-2SNB
574267755,574267755,RES,RES3A,289248.467,144624.233,12.56577887,4.5019E+14,1,centroid,RES3A
574268221,574268221,RES,RES1-3SWB,793907.459,396953.729,8.778072529,4.5019E+14,1,centroid,RES1-3SWB
574268583,574268583,COM,COM4,1787841.66,1787841.66,7.531785518,4.5019E+14,1,centroid,COM4
574293791,574293791,RES,RES1-2SNB,302217.262,151108.631,11.49910913,4.5019E+14,1,centroid,RES1-2SNB
574293797,574293797,RES,RES1-3SNB,462524.988,231262.494,10.28518228,4.5019E+14,1,centroid,RES1-3SNB
574293799,574293799,PUB,REL1,1680523.5,1680523.5,11.50735366,4.5019E+14,1,centroid,REL1
574346713,574346713,RES,RES1-2SNB,234189.043,117094.521,6.535945185,4.5019E+14,1,centroid,RES1-2SNB
574346741,574346741,PUB,REL1,1245686.4,1245686.4,12.95939012,4.5019E+14,1,centroid,REL1
574346750,574346750,RES,RES1-2SNB,342732.511,171366.255,13.37526551,4.5019E+14,1,centroid,RES1-2SNB
574346756,574346756,RES,RES1-3SNB,299657.802,149828.901,12.88232804,4.5019E+14,1,centroid,RES1-3SNB
574371443,574371443,RES,RES3A,24353.8931,12176.9465,9.408347082,4.5019E+14,1,centroid,RES3A
574371451,574371451,COM,COM8,1886549.35,1886549.35,10.01982036,4.5019E+14,1,centroid,COM8
574371542,574371542,COM,COM2,220133.06,220133.06,11.19003322,4.5019E+14,1,centroid,COM2
574371563,574371563,COM,COM1,461501.873,461501.873,12.46572989,4.5019E+14,1,centroid,COM1
574371585,574371585,COM,COM1,795873.892,795873.892,11.09875676,4.5019E+14,1,centroid,COM1
574371675,574371675,COM,COM1,871271.738,871271.738,11.9989684,4.5019E+14,1,centroid,COM1
574372308,574372308,COM,COM4,175096.855,175096.855,0.156326422,4.5019E+14,1,centroid,COM4
574372397,574372397,PUB,EDU1,149739.661,149739.661,8.06563743,4.5019E+14,1,centroid,EDU1
574372412,574372412,RES,RES1-1SNB,279479.296,139739.648,5.32048637,4.5019E+14,1,centroid,RES1-1SNB
574372445,574372445,COM,AGR1,381606.128,381606.128,12.85938964,4.5019E+14,1,centroid,AGR1
574372463,574372463,COM,COM3,119551.872,119551.872,13.86163629,4.5019E+14,1,centroid,COM3
574372464,574372464,RES,RES1-3SNB,382682.125,191341.062,13.5813255,4.5019E+14,1,centroid,RES1-3SNB
574372467,574372467,RES,RES3A,685368.716,342684.358,12.45934312,4.5019E+14,1,centroid,RES3A
574372547,574372547,COM,COM4,83464.8524,83464.8524,12.60003902,4.5019E+14,1,centroid,COM4
574372553,574372553,COM,COM4,3506783.76,3506783.76,12.54328789,4.5019E+14,1,centroid,COM4
574372571,574372571,COM,COM4,2348424.42,2348424.42,12.26867004,4.5019E+14,1,centroid,COM4
574372689,574372689,COM,RES4,835981.543,417990.771,6.54178206,4.5019E+14,1,centroid,RES4
574372693,574372693,RES,RES1-2SNB,357688.523,178844.261,6.008897746,4.5019E+14,1,centroid,RES1-2SNB
574372709,574372709,RES,RES1-3SWB,571262.981,285631.49,6.132873455,4.5019E+14,1,centroid,RES1-3SWB
574372715,574372715,RES,RES1-3SNB,480572.834,240286.417,6.785072271,4.5019E+14,1,centroid,RES1-3SNB
574372725,574372725,RES,RES1-3SWB,836175.217,418087.608,7.559644041,4.5019E+14,1,centroid,RES1-3SWB
574409639,574409639,RES,RES1-3SNB,586709.329,293354.664,11.38289728,4.5019E+14,1,centroid,RES1-3SNB
574409640,574409640,RES,RES1-3SNB,414118.794,207059.397,11.39003419,4.5019E+14,1,centroid,RES1-3SNB
574409897,574409897,COM,COM4,1760352.08,1760352.08,12.25910749,4.5019E+14,1,centroid,COM4
574421622,574421622,RES,RES1-1SNB,300228.984,150114.492,11.12854814,4.5019E+14,1,centroid,RES1-1SNB
574421663,574421663,RES,RES3A,84454.9068,42227.4534,12.96056735,4.5019E+14,1,centroid,RES3A
574421667,574421667,COM,COM4,40598.4705,40598.4705,12.96056735,4.5019E+14,1,centroid,COM4
574421671,574421671,COM,COM4,398628.435,398628.435,11.52017961,4.5019E+14,1,centroid,COM4
574421692,574421692,COM,COM4,197069.198,197069.198,14.45431299,4.5019E+14,1,centroid,COM4
574421693,574421693,COM,COM4,756814.384,756814.384,11.00104425,4.5019E+14,1,centroid,COM4
574421716,574421716,COM,COM5,1885075.48,1885075.48,12.09566325,4.5019E+14,1,centroid,COM5
574435938,574435938,COM,COM4,183653.064,183653.064,7.051178076,4.5019E+14,1,centroid,COM4
574446483,574446483,RES,RES1-3SNB,329908.906,164954.453,11.62114065,4.5019E+14,1,centroid,RES1-3SNB
574446484,574446484,COM,COM8,315283.59,315283.59,11.62114065,4.5019E+14,1,centroid,COM8
574447814,574447814,COM,COM8,925806.212,925806.212,12.62638005,4.5019E+14,1,centroid,COM8
574447830,574447830,COM,COM8,2023453.45,2023453.45,11.46997247,4.5019E+14,1,centroid,COM8
574447832,574447832,COM,COM1,1613798.89,1613798.89,11.46997247,4.5019E+14,1,centroid,COM1
574447840,574447840,COM,COM4,951531.717,951531.717,11.67228097,4.5019E+14,1,centroid,COM4
574451291,574451291,PUB,GOV2,529354.14,794031.21,8.525566283,4.5019E+14,1,centroid,GOV2
574451292,574451292,COM,COM2,1395532.26,1395532.26,8.525566283,4.5019E+14,1,centroid,COM2
574453708,574453708,RES,RES1-2SNB,273359.948,136679.974,7.096875754,4.5019E+14,1,centroid,RES1-2SNB
574453716,574453716,COM,COM7,320900.688,481351.032,7.096875754,4.5019E+14,1,centroid,COM7
574453718,574453718,COM,COM3,207833.769,207833.769,7.096875754,4.5019E+14,1,centroid,COM3
574454476,574454476,COM,COM1,1143645.98,1143645.98,8.118152878,4.5019E+14,1,centroid,COM1
574455176,574455176,RES,RES3A,249523.62,124761.81,8.084265055,4.5019E+14,1,centroid,RES3A
574455179,574455179,COM,COM1,825002.076,825002.076,8.084265055,4.5019E+14,1,centroid,COM1
574460919,574460919,RES,RES3A,266985.928,133492.964,10.44729597,4.5019E+14,1,centroid,RES3A
574460925,574460925,RES,RES3A,266985.928,133492.964,11.02055187,4.5019E+14,1,centroid,RES3A
574460929,574460929,RES,RES3A,266985.928,133492.964,11.42202593,4.5019E+14,1,centroid,RES3A
574460963,574460963,COM,COM4,205744.565,205744.565,12.75868907,4.5019E+14,1,centroid,COM4
574461017,574461017,COM,RES4,221121.458,110560.729,7.655863306,4.5019E+14,1,centroid,RES4
574461045,574461045,RES,RES3A,423287.305,211643.652,11.89167456,4.5019E+14,1,centroid,RES3A
574461063,574461063,RES,RES3A,266985.928,133492.964,12.13528704,4.5019E+14,1,centroid,RES3A
