object_id,object_name,primary_object_type,secondary_object_type,max_damage_structure,max_damage_content,ground_elevtn,X Coordinate,Y Coordinate,aggregation_label: Census Block,ground_flht,extract_method,fn_damage_structure,Zoning_map
573831742,573831742,COM,COM4,511208.061,511208.061,12.71533568714142,-79.9322801,32.776149882,450190002001026,1,centroid,COM4,LB
573831748,573831748,COM,COM3,1034912.23,1034912.23,10.801292812633514,-79.93162921,32.77607049,450190002001026,1,centroid,COM3,LB
573831750,573831750,COM,COM2,713048.953,713048.953,10.801292812633514,-79.93162921,32.77607049,450190002001026,1,centroid,COM2,LB
573831754,573831754,RES,RES1-3SNB,636495.698,318247.849,12.191442131328582,-79.93207714,32.776214253,450190002001026,1,centroid,RES1-3SNB,LB
573831768,573831768,COM,COM8,3374560.08,3374560.08,12.324712489376068,-79.9324294,32.777952992,450190051002057,1,centroid,COM8,GB
573831772,573831772,COM,COM8,310659.336,310659.336,12.944391181735991,-79.93214434,32.778087636,450190051002057,1,centroid,COM8,GB
573831780,573831780,COM,COM8,1243079.02,1243079.02,12.400749871196746,-79.93196011,32.778118245,450190051002057,1,centroid,COM8,GB
573831788,573831788,COM,COM8,219256.586,219256.586,12.71043590358734,-79.93271625,32.778164884,450190051002057,1,centroid,COM8,GB
573831790,573831790,COM,COM1,994788.262,994788.262,13.11387410038948,-79.931735,32.778508926,450190051002057,1,centroid,COM1,GB
573831801,573831801,COM,COM1,3344490.42,3344490.42,10.874924106616971,-79.93198568,32.779136197,450190051002057,1,centroid,COM1,GB
573831803,573831803,COM,COM4,8693801.79,8693801.79,10.781469183225632,-79.931676,32.779163,450190051002057,1,centroid,COM4,GB
573831809,573831809,COM,COM4,650190.772,650190.772,11.78981788696289,-79.93274537,32.777927297,450190051002057,1,centroid,COM4,GB
573831819,573831819,COM,COM1,574353.856,574353.856,10.039824678144456,-79.93136773,32.78120541,450190051002055,1,centroid,COM1,GB
573831825,573831825,IND,IND3,409639.731,614459.597,10.039824678144456,-79.93136773,32.78120541,450190051002055,1,centroid,IND3,GB
573841005,573841005,RES,RES1-1SNB,192687.449,96343.7246,6.178079512443542,-79.93215196,32.770892097,450190002002007,1,centroid,RES1-1SNB,SR-4
573841008,573841008,RES,RES3A,479882.427,239941.213,4.802042884502411,-79.93360475,32.770837864,450190002002007,1,centroid,RES3A,SR-3
573841016,573841016,RES,RES1-1SNB,362026.411,181013.205,5.993981331048012,-79.93271903,32.771154785,450190002002007,1,centroid,RES1-1SNB,SR-4
573841019,573841019,RES,RES1-2SNB,360368.809,180184.404,6.066107646813393,-79.93225783,32.771210807,450190002002007,1,centroid,RES1-2SNB,SR-4
573841021,573841021,RES,RES1-2SNB,531324.588,265662.294,5.853848225393295,-79.93336519,32.771338226,450190002002007,1,centroid,RES1-2SNB,SR-4
