Object ID,Object Name,Primary Object Type,Secondary Object Type,Max Potential Damage: Structure,Max Potential Damage: Content,Ground Elevation,X Coordinate,Y Coordinate,Aggregation Label: Census Block,Finished Floor Height,Extraction Method,Damage Function: Structure,Damage Function: Content
574486973,574486973,RES,RES3A,480189.335,240094.667,7.298348065,-79.93682513,32.77688289,4.5019E+14,1,centroid,RES3A,RES3A
573783417,573783417,COM,RES4,1177614.2,588807.1,8.381748562,-79.93000008,32.77054524,4.5019E+14,1,centroid,RES4,RES4
573783433,573783433,COM,RES4,476216.254,238108.127,7.374183635,-79.92968382,32.7712713,4.5019E+14,1,centroid,RES4,RES4
573785665,573785665,RES,RES1-2SNB,330007.42,165003.71,7.36403129,-79.93179589,32.77336473,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574346729,574346729,RES,RES3A,472285.148,236142.574,10.90203092,-79.93064525,32.77485433,4.5019E+14,1,centroid,RES3A,RES3A
574372707,574372707,RES,RES1-3SNB,389363.808,194681.904,6.365223632,-79.93187273,32.77098914,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574372721,574372721,RES,RES3A,503924.421,251962.21,7.12000971,-79.93191719,32.77164194,4.5019E+14,1,centroid,RES3A,RES3A
574476728,574476728,RES,RES1-1SNB,96964.414,48482.207,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476811,574476811,RES,RES1-1SNB,152049.256,76024.6281,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486899,574486899,RES,RES3A,480189.335,240094.667,12.33366492,-79.93027436,32.77536076,4.5019E+14,1,centroid,RES3A,RES3A
574486932,574486932,RES,RES1-1SNB,177705.21,88852.6051,6.460120566,-79.92998998,32.77314466,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573827729,573827729,COM,COM8,37755.4885,37755.4885,11.17279794,-79.93080905,32.77672792,4.5019E+14,1,centroid,COM8,COM8
574421669,574421669,RES,RES3A,170840.757,85420.3788,11.52017961,-79.92907633,32.7771126,4.5019E+14,1,centroid,RES3A,RES3A
574488781,574488781,RES,RES1-3SNB,374871.082,187435.541,5.99898202,-79.92578441,32.77724701,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573467745,573467745,RES,RES3A,516183.793,258091.896,5.893531857,-79.92827685,32.77200663,4.5019E+14,1,centroid,RES3A,RES3A
573779323,573779323,RES,RES1-2SWB,437207.93,218603.965,6.975060909,-79.92874432,32.77330072,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573779375,573779375,RES,RES1-1SNB,226202.175,113101.087,12.12123537,-79.92780556,32.7743702,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573779393,573779393,RES,RES3A,200255.163,100127.581,12.16771917,-79.92811631,32.77473003,4.5019E+14,1,centroid,RES3A,RES3A
573779405,573779405,RES,RES1-3SNB,398598.966,199299.483,10.82060957,-79.92862217,32.77481123,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573782594,573782594,RES,RES3A,489787.119,244893.559,6.500304423,-79.92975812,32.77311597,4.5019E+14,1,centroid,RES3A,RES3A
573782596,573782596,RES,RES3A,675402.418,337701.209,6.887255912,-79.93036119,32.77318439,4.5019E+14,1,centroid,RES3A,RES3A
573782413,573782413,RES,RES3A,437002.054,218501.027,7.119138325,-79.92871845,32.77219172,4.5019E+14,1,centroid,RES3A,RES3A
573782415,573782415,RES,RES1-3SNB,369429.359,184714.679,7.403951541,-79.92887994,32.77219043,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573782419,573782419,RES,RES3A,448799.6,224399.8,5.554710338,-79.92834819,32.77223276,4.5019E+14,1,centroid,RES3A,RES3A
573782453,573782453,RES,RES1-3SNB,448326.4,224163.2,5.318573467,-79.928964,32.77290941,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573782528,573782528,RES,RES3A,677628.089,338814.044,12.29409979,-79.9284514,32.77542131,4.5019E+14,1,centroid,RES3A,RES3A
573783136,573783136,RES,RES1-1SNB,187137.546,93568.7731,6.356549279,-79.92955844,32.7733371,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573783158,573783158,PUB,EDU1,4297828.09,4297828.09,11.21253906,-79.92936283,32.77416934,4.5019E+14,1,centroid,EDU1,EDU1
573783175,573783175,RES,RES3A,327754.263,163877.131,9.728631321,-79.93046822,32.77447171,4.5019E+14,1,centroid,RES3A,RES3A
573783185,573783185,RES,RES1-2SNB,438110.47,219055.235,10.55727514,-79.93039775,32.77458916,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573783419,573783419,RES,RES1-2SWB,899667.893,449833.946,7.065387762,-79.92958184,32.77059715,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573783425,573783425,RES,RES1-3SWB,615853.155,307926.577,6.638645869,-79.92967987,32.77098975,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573785435,573785435,COM,COM8,988173.174,988173.174,11.90498236,-79.93155196,32.77744925,4.5019E+14,1,centroid,COM8,COM8
573785827,573785827,RES,RES1-3SWB,481445.527,240722.763,10.28449237,-79.93273414,32.77520953,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573785950,573785950,RES,RES1-2SNB,472439.483,236219.741,9.125092034,-79.93278733,32.7738393,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785982,573785982,RES,RES1-3SNB,544883.847,272441.923,10.69242829,-79.93262251,32.77438286,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785986,573785986,RES,RES3B,409580.853,204790.426,6.962971022,-79.93332761,32.77233853,4.5019E+14,1,centroid,RES3B,RES3B
573818743,573818743,RES,RES1-2SNB,280041.982,140020.991,4.967063277,-79.92587104,32.77601644,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573818747,573818747,RES,RES1-1SNB,238450.81,119225.405,6.334944159,-79.9257632,32.77629841,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573827725,573827725,COM,COM4,212093.854,212093.854,12.08352487,-79.929484,32.777288,4.5019E+14,1,centroid,COM4,COM4
573827727,573827727,PUB,GOV1,1531018.22,1531018.22,11.17279794,-79.93080905,32.77672792,4.5019E+14,1,centroid,GOV1,GOV1
573827740,573827740,RES,RES3A,210487.941,105243.97,12.13528704,-79.92972682,32.77680666,4.5019E+14,1,centroid,RES3A,RES3A
573827758,573827758,COM,COM4,414162.244,414162.244,12.28739544,-79.92947989,32.77702812,4.5019E+14,1,centroid,COM4,COM4
573831699,573831699,RES,RES1-2SNB,195993.925,97996.9627,10.66339723,-79.93245507,32.77518981,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831713,573831713,COM,COM4,221441.012,221441.012,10.54490679,-79.93193054,32.7752842,4.5019E+14,1,centroid,COM4,COM4
573831715,573831715,RES,RES1-2SNB,359315.841,179657.92,10.38239652,-79.93244164,32.77533365,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574267660,574267660,COM,COM2,411264.761,411264.761,11.4503749,-79.92712901,32.77418197,4.5019E+14,1,centroid,COM2,COM2
574267669,574267669,RES,RES3A,817491.32,408745.66,11.51114896,-79.9270412,32.77465035,4.5019E+14,1,centroid,RES3A,RES3A
574267743,574267743,RES,RES1-3SNB,345016.887,172508.443,12.8122167,-79.92810606,32.77541377,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574267753,574267753,RES,RES3A,264783.443,132391.721,13.26529259,-79.92802961,32.77570753,4.5019E+14,1,centroid,RES3A,RES3A
574268223,574268223,RES,RES1-3SNB,414397.057,207198.528,7.626446614,-79.9320608,32.77205654,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268225,574268225,RES,RES3A,531400.843,265700.421,8.909513291,-79.93161077,32.77204931,4.5019E+14,1,centroid,RES3A,RES3A
574268229,574268229,RES,RES1-2SNB,440077.672,220038.836,9.528821214,-79.93134554,32.77208614,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293801,574293801,RES,RES1-1SNB,265814.38,132907.19,10.87996078,-79.93220346,32.77440051,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574346714,574346714,RES,RES1-1SNB,269885.626,134942.813,5.855410696,-79.92566411,32.77661119,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574346742,574346742,RES,RES1-2SNB,569213.092,284606.546,10.3783955,-79.93054012,32.77538017,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574346745,574346745,RES,RES1-2SNB,329762.78,164881.39,13.35160981,-79.92938432,32.77552901,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574346752,574346752,RES,RES1-1SNB,310035.415,155017.707,11.07670304,-79.93066427,32.77579367,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574372456,574372456,COM,COM1,40694.094,40694.094,12.8802145,-79.92780897,32.77626052,4.5019E+14,1,centroid,COM1,COM1
574372466,574372466,COM,COM4,211663.463,211663.463,13.51930538,-79.92834043,32.77655435,4.5019E+14,1,centroid,COM4,COM4
574372521,574372521,RES,RES3A,141992.009,70996.0045,12.42805615,-79.93005346,32.77625511,4.5019E+14,1,centroid,RES3A,RES3A
574372563,574372563,COM,COM4,653032.622,653032.622,12.37584968,-79.92989155,32.77635293,4.5019E+14,1,centroid,COM4,COM4
574372711,574372711,RES,RES1-2SNB,312504.938,156252.469,5.944548194,-79.93193579,32.77121503,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574409649,574409649,COM,COM2,421925.305,421925.305,12.52613552,-79.93305761,32.77698208,4.5019E+14,1,centroid,COM2,COM2
574421679,574421679,COM,COM4,2764995.14,2764995.14,13.54457556,-79.92846361,32.77697303,4.5019E+14,1,centroid,COM4,COM4
574437151,574437151,COM,COM1,164588.602,164588.602,11.64761778,-79.92686154,32.77684937,4.5019E+14,1,centroid,COM1,COM1
574461085,574461085,RES,RES3A,266985.928,133492.964,12.85600578,-79.92799481,32.77708356,4.5019E+14,1,centroid,RES3A,RES3A
574461093,574461093,COM,COM4,177990.619,177990.619,13.42665848,-79.92826226,32.77651931,4.5019E+14,1,centroid,COM4,COM4
574476710,574476710,RES,RES1-1SNB,201344.079,100672.039,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476767,574476767,RES,RES1-2SNB,214533.891,107266.945,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574476775,574476775,RES,RES1-1SNB,206797.159,103398.579,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476781,574476781,RES,RES1-1SNB,108849.157,54424.5787,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476804,574476804,RES,RES1-1SNB,96964.414,48482.207,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476806,574476806,RES,RES1-2SNB,214533.891,107266.945,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486936,574486936,RES,RES1-2SNB,248128.867,124064.433,7.072415947,-79.93068697,32.77123266,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488778,574488778,RES,RES1-2SNB,305105.785,152552.892,8.240444092,-79.92621897,32.77724125,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488798,574488798,RES,RES3A,472384.782,236192.391,12.29002837,-79.92736548,32.77640732,4.5019E+14,1,centroid,RES3A,RES3A
574488832,574488832,RES,RES1-3SNB,351839.338,175919.669,13.07748476,-79.92933268,32.77504199,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574488833,574488833,RES,RES1-2SNB,272662.957,136331.478,13.07342507,-79.92938167,32.77513948,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488839,574488839,RES,RES1-2SNB,260395.912,130197.956,11.84605589,-79.92884854,32.77443466,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488841,574488841,RES,RES1-3SWB,564363.457,282181.728,13.07962802,-79.92753232,32.77561989,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574488844,574488844,RES,RES1-2SNB,294782.511,147391.255,12.30197042,-79.9269903,32.77550468,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488873,574488873,RES,RES1-3SNB,600978.283,300489.141,8.972024642,-79.92919442,32.77184944,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573800807,573800807,RES,RES1-1SNB,256157.938,128078.969,5.226897297,-79.94241985,32.77717317,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573800811,573800811,RES,RES1-1SNB,237173.622,118586.811,5.930733526,-79.9435405,32.77730455,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573800973,573800973,RES,RES1-1SNB,211291.939,105645.969,6.177311379,-79.94230703,32.77414008,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573807476,573807476,RES,RES1-1SWB,192481.423,96240.7118,5.986681326,-79.94603104,32.77667642,4.5019E+14,1,centroid,RES1-1SWB,RES1-1SWB
574348018,574348018,RES,RES1-1SNB,138618.164,69309.0824,4.793219911,-79.94417646,32.77734911,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574431605,574431605,RES,RES1-1SNB,164122.646,82061.3232,4.131415517,-79.9439425,32.77714381,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486724,574486724,RES,RES1-2SWB,196133.824,98066.9122,6.404274062,-79.94615591,32.776934,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
574486742,574486742,RES,RES1-1SNB,159972.418,79986.2092,7.857602351,-79.9427401,32.7774164,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486751,574486751,RES,RES1-2SNB,281101.742,140550.871,7.857602351,-79.9427401,32.7774164,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486779,574486779,RES,RES1-1SNB,229106.199,114553.099,6.284586445,-79.94233945,32.77428307,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486782,574486782,RES,RES1-2SNB,277402.497,138701.248,6.284586445,-79.94233945,32.77428307,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573467724,573467724,RES,RES1-1SNB,273833.234,136916.617,6.379132947,-79.92885762,32.77029796,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573467725,573467725,RES,RES1-2SWB,843568.032,421784.016,9.381517169,-79.92928728,32.77043011,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573475713,573475713,RES,RES3A,616092.001,308046,8.245530042,-79.9343763,32.77528917,4.5019E+14,1,centroid,RES3A,RES3A
573779379,573779379,RES,RES1-2SNB,357332.713,178666.356,12.66812286,-79.92822267,32.77444002,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573782437,573782437,COM,RES4,393286.285,196643.142,4.884415802,-79.92785603,32.77253432,4.5019E+14,1,centroid,RES4,RES4
573783177,573783177,RES,RES1-2SNB,327716.474,163858.237,10.1740024,-79.93024669,32.77449338,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785843,573785843,RES,RES1-3SNB,258684.736,129342.368,10.46057638,-79.93324451,32.77574559,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785939,573785939,RES,RES1-2SNB,266250.638,133125.319,8.4268455,-79.93297858,32.7736324,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789141,573789141,RES,RES1-2SNB,443831.709,221915.854,8.869958333,-79.93474089,32.77500809,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789227,573789227,RES,RES1-3SNB,376523.093,188261.546,4.641302372,-79.93713911,32.77255619,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573789335,573789335,RES,RES1-2SNB,249522.849,124761.424,3.665345899,-79.93862172,32.77461089,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573795540,573795540,RES,RES1-1SNB,240399.36,120199.68,3.881445205,-79.93982498,32.77385091,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573800694,573800694,RES,RES3B,418737.023,209368.511,3.969538839,-79.94204363,32.77352532,4.5019E+14,1,centroid,RES3B,RES3B
574267747,574267747,RES,RES1-3SNB,421612.848,210806.424,12.71287719,-79.92814765,32.77555314,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268567,574268567,RES,RES1-2SNB,318271.423,159135.711,6.43555164,-79.93377141,32.76984382,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574268591,574268591,RES,RES1-1SNB,277738.96,138869.48,5.720463664,-79.93436966,32.77029189,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574268680,574268680,RES,RES1-1SNB,415392.665,207696.332,5.930710842,-79.93481976,32.77115796,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574268736,574268736,RES,RES1-3SNB,495915.499,247957.749,7.548307425,-79.93608043,32.77428909,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268748,574268748,RES,RES1-3SWB,506639.147,253319.573,5.073310124,-79.93683644,32.77414952,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574268889,574268889,COM,COM4,43392.3969,43392.3969,6.469647922,-79.93617157,32.77098929,4.5019E+14,1,centroid,COM4,COM4
574268897,574268897,RES,RES3A,439062.327,219531.163,5.407307343,-79.93668804,32.77110137,4.5019E+14,1,centroid,RES3A,RES3A
574294756,574294756,RES,RES1-2SNB,428927.75,214463.875,6.470902984,-79.93703657,32.77078015,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574346755,574346755,RES,RES1-2SNB,331159.427,165579.713,13.12588029,-79.92941497,32.77583029,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574372453,574372453,RES,RES3A,169145.974,84572.987,12.8802145,-79.92780897,32.77626052,4.5019E+14,1,centroid,RES3A,RES3A
574372569,574372569,COM,COM1,267982.942,267982.942,12.21837608,-79.92958905,32.77638171,4.5019E+14,1,centroid,COM1,COM1
574372737,574372737,RES,RES1-1SNB,240399.36,120199.68,6.603493989,-79.93131293,32.77156695,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476759,574476759,RES,RES1-1SNB,206797.159,103398.579,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476807,574476807,RES,RES1-1SNB,152049.256,76024.6281,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476812,574476812,RES,RES1-2SNB,270432.585,135216.292,6.051767723,-79.92881418,32.77026982,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488791,574488791,RES,RES1-2SNB,274335.736,137167.868,13.95018752,-79.92759289,32.77631488,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488805,574488805,RES,RES1-1SNB,229817.514,114908.757,12.80684134,-79.92802582,32.77626495,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574488838,574488838,RES,RES1-3SNB,366368.624,183184.312,12.37710278,-79.92858397,32.77511979,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785647,573785647,RES,RES1-2SWB,413872.94,206936.47,7.510136203,-79.93156324,32.77305763,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573785655,573785655,RES,RES3A,616072.223,308036.111,7.947502115,-79.93214602,32.77322382,4.5019E+14,1,centroid,RES3A,RES3A
573785667,573785667,RES,RES3A,620256.124,310128.062,8.664327777,-79.93212927,32.77340232,4.5019E+14,1,centroid,RES3A,RES3A
573785685,573785685,RES,RES1-1SNB,240245.587,120122.793,6.969252976,-79.93186254,32.77310322,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785687,573785687,RES,RES3A,537354.289,268677.144,7.212260025,-79.93202076,32.77285354,4.5019E+14,1,centroid,RES3A,RES3A
573785804,573785804,RES,RES3A,502072.709,251036.354,9.473529691,-79.93294367,32.77451797,4.5019E+14,1,centroid,RES3A,RES3A
573785818,573785818,RES,RES1-3SNB,308853.077,154426.538,10.07577363,-79.93268368,32.77494276,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785822,573785822,RES,RES3A,548698.639,274349.319,10.46825693,-79.93311344,32.77500485,4.5019E+14,1,centroid,RES3A,RES3A
573785824,573785824,RES,RES1-2SNB,283978.897,141989.448,10.34863698,-79.93272994,32.77510314,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785829,573785829,RES,RES1-3SNB,350388.811,175194.405,10.4739624,-79.93277277,32.77533084,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785835,573785835,RES,RES1-2SNB,401521.78,200760.89,11.24484369,-79.93319615,32.77551813,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785862,573785862,COM,RES4,359664.136,179832.068,11.09377407,-79.93319429,32.77528937,4.5019E+14,1,centroid,RES4,RES4
573785881,573785881,RES,RES3A,569645.503,284822.751,6.889657306,-79.93276144,32.77176457,4.5019E+14,1,centroid,RES3A,RES3A
573785893,573785893,RES,RES3B,429959.343,214979.671,6.726700392,-79.93278038,32.77194384,4.5019E+14,1,centroid,RES3B,RES3B
573785909,573785909,RES,RES1-2SWB,765082.983,382541.491,6.68002573,-79.93250085,32.77257023,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573785923,573785923,RES,RES1-1SNB,362759.729,181379.864,8.50167358,-79.93293189,32.77302771,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785937,573785937,RES,RES1-3SNB,402854.138,201427.069,7.845348199,-79.93264071,32.77354176,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785943,573785943,COM,RES4,1766943.44,883471.724,10.00428795,-79.93348458,32.77370648,4.5019E+14,1,centroid,RES4,RES4
573785952,573785952,RES,RES1-1SNB,254092.507,127046.253,9.664484362,-79.93290514,32.7738958,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785960,573785960,RES,RES3A,460985.216,230492.608,9.338928788,-79.93286039,32.77400841,4.5019E+14,1,centroid,RES3A,RES3A
573785972,573785972,COM,RES4,306288.802,153144.401,8.238413466,-79.93320286,32.77412311,4.5019E+14,1,centroid,RES4,RES4
573785978,573785978,RES,RES3A,615199.018,307599.509,9.595408678,-79.93298733,32.77428303,4.5019E+14,1,centroid,RES3A,RES3A
573785980,573785980,RES,RES1-2SNB,334573.565,167286.782,10.01122775,-79.93290608,32.77431751,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831672,573831672,RES,RES1-3SWB,561431.82,280715.91,11.19486261,-79.93148619,32.77476087,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573831674,573831674,PUB,GOV1,63728.8178,63728.8178,11.19486261,-79.93148619,32.77476087,4.5019E+14,1,centroid,GOV1,GOV1
573831676,573831676,RES,RES1-2SNB,281628.918,140814.459,10.86380651,-79.93237436,32.77481789,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831687,573831687,RES,RES1-2SNB,333588.869,166794.434,11.22193735,-79.93184157,32.77476979,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831705,573831705,RES,RES1-2SNB,207424.581,103712.29,11.00142206,-79.93227468,32.77520938,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831725,573831725,COM,COM4,179232.711,179232.711,11.38290979,-79.93185937,32.77554519,4.5019E+14,1,centroid,COM4,COM4
573831742,573831742,COM,COM4,511208.061,511208.061,12.71533569,-79.9322801,32.77614988,4.5019E+14,1,centroid,COM4,COM4
573831748,573831748,COM,COM3,1034912.23,1034912.23,10.80129281,-79.93162921,32.77607049,4.5019E+14,1,centroid,COM3,COM3
573831750,573831750,COM,COM2,713048.953,713048.953,10.80129281,-79.93162921,32.77607049,4.5019E+14,1,centroid,COM2,COM2
573831754,573831754,RES,RES1-3SNB,636495.698,318247.849,12.19144213,-79.93207714,32.77621425,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573841005,573841005,RES,RES1-1SNB,192687.449,96343.7246,6.178079512,-79.93215196,32.7708921,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573841008,573841008,RES,RES3A,479882.427,239941.213,4.802042885,-79.93360475,32.77083786,4.5019E+14,1,centroid,RES3A,RES3A
573841016,573841016,RES,RES1-1SNB,362026.411,181013.205,5.993981331,-79.93271903,32.77115479,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573841019,573841019,RES,RES1-2SNB,360368.809,180184.404,6.066107647,-79.93225783,32.77121081,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573841021,573841021,RES,RES1-2SNB,531324.588,265662.294,5.853848225,-79.93336519,32.77133823,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573841023,573841023,RES,RES1-2SNB,482033.138,241016.569,7.225296391,-79.93254517,32.77133385,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573841025,573841025,RES,RES1-2SNB,430269.479,215134.739,5.295716806,-79.93301629,32.7713949,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573841026,573841026,RES,RES1-1SNB,264822.503,132411.251,5.196822372,-79.93292011,32.77142414,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574268211,574268211,RES,RES3A,478476.949,239238.474,7.643769508,-79.93176892,32.77181657,4.5019E+14,1,centroid,RES3A,RES3A
574268213,574268213,RES,RES3A,421721.657,210860.828,7.911435046,-79.93199416,32.77192244,4.5019E+14,1,centroid,RES3A,RES3A
574268563,574268563,RES,RES3A,447254.84,223627.42,5.777163171,-79.933352,32.76981786,4.5019E+14,1,centroid,RES3A,RES3A
574268565,574268565,RES,RES1-3SNB,314262.063,157131.031,5.458379608,-79.93325055,32.76982276,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268575,574268575,RES,RES1-3SWB,767323.763,383661.881,5.642643618,-79.93415227,32.7699049,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574268581,574268581,RES,RES1-1SNB,128279.769,64139.8848,7.531785518,-79.93217351,32.76991015,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574268585,574268585,RES,RES1-2SNB,308485.608,154242.804,5.977126983,-79.93384413,32.7702587,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574268608,574268608,RES,RES3A,428360.109,214180.054,5.626760388,-79.9338643,32.77049821,4.5019E+14,1,centroid,RES3A,RES3A
574268616,574268616,RES,RES1-3SWB,528547.629,264273.814,5.276271768,-79.93355286,32.7705268,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574268622,574268622,RES,RES1-1SNB,301828.464,150914.232,5.626760388,-79.9338696,32.77051377,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574268678,574268678,RES,RES3A,451644.83,225822.415,5.19212792,-79.93394756,32.77104174,4.5019E+14,1,centroid,RES3A,RES3A
574268684,574268684,RES,RES1-3SNB,412299.51,206149.755,5.861863564,-79.93411191,32.77135412,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574293771,574293771,RES,RES1-2SNB,337508.581,168754.29,8.614622821,-79.93220751,32.77360348,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293773,574293773,RES,RES1-2SNB,295340.229,147670.114,8.135447612,-79.93169283,32.77364214,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
