Water Depth [inch],Factor
51.1811,0.6218
51.5748,0.6242
51.9685,0.6266
52.3622,0.6289
52.7559,0.6313
53.1496,0.6337
53.5433,0.636
53.937,0.6384
54.3307,0.6407
54.7244,0.6431
55.1181,0.6455
55.5118,0.6478
55.9055,0.6502
56.2992,0.6526
56.6929,0.6549
57.0866,0.6573
57.4803,0.6596
57.874,0.662
58.2677,0.6644
58.6614,0.6667
59.0551,0.6691
59.4488,0.6711
59.8425,0.6732
60.2362,0.6752
60.6299,0.6772
61.0236,0.6792
61.4173,0.6813
61.811,0.6833
62.2047,0.6853
62.5984,0.6874
62.9921,0.6894
63.3858,0.6914
63.7795,0.6934
64.1732,0.6955
64.5669,0.6975
64.9606,0.6995
65.3543,0.7016
65.748,0.7036
66.1417,0.7056
66.5354,0.7076
66.9291,0.7097
67.3228,0.7117
67.7165,0.7137
68.1102,0.7158
68.5039,0.7178
68.8976,0.7198
69.2913,0.7219
69.685,0.7239
70.0787,0.7259
70.4724,0.7279
70.8661,0.73
71.2598,0.732
71.6535,0.734
72.0472,0.7361
72.4409,0.7381
72.8346,0.7401
73.2283,0.7421
73.622,0.7442
74.0157,0.7462
74.4094,0.7482
74.8031,0.7503
75.1969,0.7523
75.5906,0.7543
75.9843,0.7563
76.378,0.7584
76.7717,0.7604
77.1654,0.7624
77.5591,0.7645
77.9528,0.7665
78.3465,0.7685
78.7402,0.7705
79.1339,0.7717
79.5276,0.7728
79.9213,0.7739
80.315,0.775
80.7087,0.7761
81.1024,0.7772
81.4961,0.7783
81.8898,0.7794
82.2835,0.7805
82.6772,0.7816
83.0709,0.7827
83.4646,0.7838
83.8583,0.7849
84.252,0.786
84.6457,0.7871
85.0394,0.7882
85.4331,0.7893
85.8268,0.7904
86.2205,0.7915
86.6142,0.7927
87.0079,0.7938
87.4016,0.7949
87.7953,0.796
88.189,0.7971
88.5827,0.7982
88.9764,0.7993
89.3701,0.8004
89.7638,0.8015
90.1575,0.8026
90.5512,0.8037
90.9449,0.8048
91.3386,0.8059
91.7323,0.807
92.126,0.8081
92.5197,0.8092
92.9134,0.8103
93.3071,0.8114
93.7008,0.8126
94.0945,0.8137
94.4882,0.8148
94.8819,0.8159
95.2756,0.817
95.6693,0.8181
96.063,0.8192
96.4567,0.8203
96.8504,0.8214
97.2441,0.8225
97.6378,0.8236
98.0315,0.8247
98.4252,0.8258
98.8189,0.8269
99.2126,0.828
99.6063,0.8291
100,0.8302
100.3937,0.8313
100.7874,0.8325
101.1811,0.8336
101.5748,0.8347
101.9685,0.8358
102.3622,0.8369
102.7559,0.838
103.1496,0.8391
103.5433,0.8402
103.937,0.8413
104.3307,0.8424
104.7244,0.8435
105.1181,0.8446
105.5118,0.8457
105.9055,0.8468
106.2992,0.8479
106.6929,0.849
107.0866,0.8501
107.4803,0.8512
107.874,0.8524
108.2677,0.8535
108.6614,0.8546
109.0551,0.8557
109.4488,0.8568
109.8425,0.8579
110.2362,0.859
110.6299,0.8601
111.0236,0.8612
111.4173,0.8623
111.811,0.8634
112.2047,0.8645
112.5984,0.8656
112.9921,0.8667
113.3858,0.8678
113.7795,0.8689
114.1732,0.87
114.5669,0.8711
114.9606,0.8722
115.3543,0.8734
115.748,0.8745
116.1417,0.8756
116.5354,0.8767
116.9291,0.8778
117.3228,0.8789
117.7165,0.88
118.1102,0.8811
118.5039,0.8817
118.8976,0.8822
119.2913,0.8828
119.685,0.8833
120.0787,0.8839
120.4724,0.8844
120.8661,0.885
121.2598,0.8856
121.6535,0.8861
122.0472,0.8867
122.4409,0.8872
122.8346,0.8878
123.2283,0.8883
123.622,0.8889
124.0157,0.8895
124.4094,0.89
124.8031,0.8906
125.1969,0.8911
125.5906,0.8917
125.9843,0.8923
126.378,0.8928
126.7717,0.8934
127.1654,0.8939
127.5591,0.8945
